student_id,name,grade_level,preferred_format,baseline_score
stu_acfaf57d,Laban Kohli,Class 8,video,78
stu_4302f679,Dayamai Contractor,Class 7,text,74
stu_f73a7b49,Faqid Bhardwaj,Class 10,video,58
stu_1fdb1986,Vyanjana Gill,Class 10,video,36
stu_c1867bc0,Ryan Tank,Class 6,text,71
stu_67f982b3,Atharv Sant,Class 10,video,63
stu_d5d6caf1,Chavvi Sinha,Class 7,video,74
stu_f67a53a2,Ijaya Krishnamurthy,Class 7,video,57
stu_672df7d7,Dalaja Rau,Class 7,text,87
stu_b798fb1f,Harinakshi Hari,Class 7,text,48
stu_ca4b556d,Unni Dewan,Class 6,video,63
stu_54faae59,Wridesh Kalla,Class 7,video,54
stu_6c28ec47,Madhav Manda,Class 9,video,100
stu_d603f164,Lopa Kumar,Class 10,text,47
stu_f2061862,Urishilla Koshy,Class 6,text,81
stu_d135a945,Ronith Chakraborty,Class 7,video,59
stu_7ff0aef0,Nidhi Chandran,Class 6,video,62
stu_0ffe6fbc,Frado Nath,Class 9,text,69
stu_3dbde7bc,Robert Narayan,Class 9,video,65
stu_17ae14ac,Luke Radhakrishnan,Class 9,video,64
stu_6d206e8e,Anthony Subramaniam,Class 8,video,66
stu_d3014ea1,Mekhala Dey,Class 10,video,72
stu_957fc93d,Maanav Srivastava,Class 6,video,86
stu_3c132a5e,Neel Arora,Class 9,video,59
stu_2fcf7ab1,Harita Pau,Class 9,video,83
stu_6edf01b7,Yatan Mann,Class 6,text,63
stu_7bfb3af3,Turvi Sehgal,Class 9,video,50
stu_2ffb2a29,Nitesh Kara,Class 10,text,70
stu_1ed5d5f1,Lopa Boase,Class 6,video,75
stu_bf0b55c9,Anusha Nigam,Class 10,video,67
stu_9d19757e,Jeet Bhat,Class 6,video,54
stu_c77016aa,Warinder Kara,Class 9,text,53
stu_0e078e5e,Aarna Seshadri,Class 7,video,74
stu_a7a75e1f,Deepa Seshadri,Class 10,video,70
stu_cb1930be,Libni Aggarwal,Class 10,video,70
stu_e6e855a9,Laban Loyal,Class 10,video,61
stu_8b2851fe,Anirudh Jayaraman,Class 10,video,63
stu_23e80d6a,Triya Mandal,Class 7,text,66
stu_8a3d3ddc,Logan Gour,Class 6,video,64
stu_b5b9bab4,Ranveer Mand,Class 10,video,94
stu_88bea82d,Fariq Singhal,Class 6,video,77
stu_3e35bad8,Qabil Biswas,Class 6,video,71
stu_d2cc916e,Faraj Mukhopadhyay,Class 8,text,68
stu_f90c84de,Gabriel Tak,Class 6,video,62
stu_5eb99788,Janaki Mittal,Class 9,text,54
stu_f23493f3,Logan Mammen,Class 9,video,97
stu_809d37fe,Januja Dhaliwal,Class 8,video,78
stu_2812e3b0,Falan Dada,Class 9,video,84
stu_3f758982,Orinder Samra,Class 7,video,91
stu_8fcb6c8c,Bakhshi Bains,Class 6,video,58
stu_896c8b5d,Ridhi Nayar,Class 6,video,62
stu_690c7a3a,Alka Pandey,Class 9,video,82
stu_79f1e078,Ucchal Devan,Class 10,text,45
stu_900bed11,Oscar Deol,Class 6,video,56
stu_e9748994,Ekaraj Dugal,Class 9,text,71
stu_4bac6ecb,Madhav Pai,Class 6,video,51
stu_061fcbf4,Hemang Parsa,Class 10,video,65
stu_5a685f68,Manthan Suresh,Class 9,video,76
stu_ba8cbb39,Jatin Issac,Class 9,video,39
stu_b09b01ba,Ekavir Padmanabhan,Class 8,video,75
stu_5df231da,Adweta Bhatt,Class 9,video,68
stu_5e29a65b,Idika Sehgal,Class 7,video,47
stu_1790b5a2,Varsha Mitra,Class 9,text,100
stu_a6f79740,Ridhi Sama,Class 7,text,57
stu_e6ead867,Saanvi Choudhry,Class 8,text,75
stu_a4b820be,Gavin Sankaran,Class 7,video,73
stu_f363bf64,Sachi Sahota,Class 7,video,70
stu_bdc5cb41,Balvan Venkataraman,Class 8,text,68
stu_f7c0b01e,Maanas Gupta,Class 7,video,80
stu_da9e1ef5,Vasana Raja,Class 7,video,39
stu_70e4ba76,Bhavani Pai,Class 8,text,54
stu_04d762f2,Charles Bera,Class 6,video,61
stu_17a90a57,Zaid Pai,Class 9,video,76
stu_844b95e7,Prisha Shan,Class 10,text,69
stu_3c445231,Arin Yogi,Class 6,video,55
stu_778b6251,Rachita Upadhyay,Class 7,video,56
stu_ec9f6203,Nimrat Shah,Class 8,text,84
stu_03477663,Tanveer Arya,Class 9,text,85
stu_3770a337,Hemani Sankaran,Class 10,video,49
stu_2642ee5c,Meera Cherian,Class 8,video,92
stu_4d042d6b,Charan Walla,Class 6,video,42
stu_15c767bb,Hemangini Sengupta,Class 10,video,52
stu_4173c92e,Parth Mann,Class 8,text,35
stu_0e6e8810,Mason Oza,Class 6,video,84
stu_3da4f5f0,Sanya Biswas,Class 6,text,67
stu_e581a05a,Anmol Sampath,Class 8,video,79
stu_7e317832,Jagrati Swaminathan,Class 9,video,44
stu_46b1e476,Neel Swaminathan,Class 6,video,85
stu_4b265e63,Adweta Mutti,Class 10,video,76
stu_6c2a6303,Michael Saini,Class 6,text,73
stu_8ac20870,Jyoti Batra,Class 10,video,64
stu_9979461f,Zinal Dasgupta,Class 8,text,64
stu_db57043e,Raghav Sehgal,Class 7,video,76
stu_76ba330a,Gagan Mody,Class 10,text,93
stu_8ca88458,Bhanumati Kuruvilla,Class 8,video,80
stu_7f039386,Indira Korpal,Class 10,video,82
stu_4f212bfa,Kala Murty,Class 8,text,72
stu_6f71471d,Arya Singh,Class 10,video,42
stu_e2c58d45,Yagnesh Ghosh,Class 10,video,44
stu_850551c1,Upma Gara,Class 8,video,78
stu_a93c316a,Janya Majumdar,Class 9,text,80
stu_b068120f,Veer Kaul,Class 7,video,73
stu_61ef7d9d,Ishanvi Deep,Class 10,video,62
stu_e0a76e6a,Lajita Aurora,Class 6,text,37
stu_3c75cc3d,David Sule,Class 10,text,90
stu_366b2a3b,Shivansh Ramaswamy,Class 7,video,53
stu_f575c972,Vrinda Choudhry,Class 6,video,53
stu_ad3c3c14,Girik Bala,Class 8,video,44
stu_c7716d67,Meera Mittal,Class 10,video,64
stu_9b799ead,Indira Karpe,Class 10,text,57
stu_6ee08001,Omya Parmar,Class 8,video,63
stu_69d7ba3d,Advaith Patla,Class 9,text,77
stu_a89c57ef,Faraj Gill,Class 8,video,73
stu_803cca7d,Advay Purohit,Class 10,video,59
stu_b5354fab,Hema Balan,Class 9,video,31
stu_fd6a594b,Chaaya Rege,Class 8,video,52
stu_1c1be145,Xavier Bose,Class 9,text,62
stu_78dab23a,Charvi Kamdar,Class 7,video,29
stu_2696c8cc,Varsha Kapadia,Class 10,text,52
stu_986f5723,Upasna Solanki,Class 6,text,81
stu_bd1de699,Jeevika Sami,Class 9,text,58
stu_b2a56eef,Nisha Chandran,Class 7,video,73
stu_c509cf30,Aarna Rana,Class 9,video,45
stu_4e4d5bdd,Ira Mangal,Class 9,video,76
stu_ea1bdccb,Anthony Vig,Class 6,video,77
stu_eaa0a6a5,Devika Khatri,Class 7,text,57
stu_62c12360,Charvi Dayal,Class 8,video,48
stu_718e26fe,Rudra Wason,Class 9,video,71
stu_056e330a,Azad Dada,Class 6,text,63
stu_84775578,Bimala Chana,Class 7,text,82
stu_eee62924,Abeer Ratta,Class 6,video,26
stu_dae7c6a2,Gaurav Balakrishnan,Class 9,video,99
stu_1acf0198,Omkaar Tara,Class 6,video,78
stu_03a4d709,Aachal Batra,Class 6,video,64
stu_3bee7cbe,Joshua Bhatnagar,Class 6,video,54
stu_c8437bed,Ekiya Tailor,Class 9,text,62
stu_9fa83abb,Isaac Atwal,Class 6,video,88
stu_7ad1063d,Krish Tank,Class 10,text,52
stu_d8089ddd,Mitesh Mukherjee,Class 7,text,70
stu_4f3a0361,Barkha Dube,Class 8,video,53
stu_d526f501,Faras Bose,Class 7,video,72
stu_d5d5701a,Caleb Ray,Class 8,text,70
stu_025ab609,Indira Ben,Class 8,video,84
stu_2a12da13,Ekiya Tella,Class 7,video,92
stu_4eda5411,Girindra Dada,Class 8,video,78
stu_ea9e655e,Mason Chauhan,Class 8,video,46
stu_fbc19efd,Amaira Ratti,Class 6,video,78
stu_d4898afc,Peter Arya,Class 9,video,85
stu_e21140e3,Tanay Goda,Class 7,video,63
stu_242632de,Jalsa Swamy,Class 6,video,56
stu_435d98bd,Darsh Chauhan,Class 9,video,46
stu_4632fee1,Faras Mangat,Class 10,video,55
stu_fcb7d36c,Ekantika Varma,Class 10,text,64
stu_987629f9,Aarini Khare,Class 6,text,100
stu_97761e49,Omisha Wason,Class 8,text,55
stu_6b0962ea,Atharv Mangat,Class 10,text,48
stu_e2a262c5,Hritik Nadig,Class 8,video,93
stu_464dff14,Irya Vig,Class 9,video,85
stu_62e86ae7,Bahadurjit Agarwal,Class 9,text,73
stu_ba89f785,Daksha Chatterjee,Class 6,video,71
stu_6e119384,Gaurang Shah,Class 7,text,59
stu_e43b6517,Mason Varty,Class 10,video,58
stu_eda804de,Bina Parikh,Class 7,video,65
stu_aa79413e,Jalsa Garde,Class 8,video,88
stu_83f3b92e,Agastya Pandit,Class 7,video,41
stu_bcd8e51c,Zayyan Rajan,Class 6,video,52
stu_668ff97f,Harrison Yadav,Class 10,video,33
stu_322c66c1,Elijah Vyas,Class 7,video,77
stu_42302fed,Kevin Suresh,Class 6,video,36
stu_001e7b72,Christopher Kata,Class 8,text,100
stu_e0796ede,Michael Mistry,Class 10,video,39
stu_da3930b9,Advik Nair,Class 10,text,65
stu_ec85a413,Laksh Sekhon,Class 8,video,52
stu_35983244,Deepa Tiwari,Class 8,text,50
stu_9738621a,Harsh Khanna,Class 9,video,75
stu_75f80976,Kashish Dhingra,Class 10,video,52
stu_a39eebee,Ridhi Purohit,Class 8,text,82
stu_0b17266a,Ayaan Zachariah,Class 10,text,69
stu_3150b8e0,Indira Dugar,Class 10,text,67
stu_b7e2e40f,Nandini Keer,Class 7,text,76
stu_cc56a927,Timothy Jain,Class 7,video,52
stu_c472a368,Vansha Konda,Class 7,text,67
stu_3c3d42e3,Isaac Dhaliwal,Class 7,video,38
stu_d5c8eb98,Suhani Wable,Class 9,video,67
stu_1e4bad58,Bhavani Natarajan,Class 7,video,74
stu_f7973a93,Yoshita Keer,Class 7,video,74
stu_705271b0,Max Prabhu,Class 6,video,61
stu_98bb41bd,Wyatt Mann,Class 6,text,52
stu_1329a65d,Ansh Dua,Class 10,video,70
stu_872c87b2,Yochana Sankar,Class 10,video,62
stu_95fd11f3,Chaitaly Mane,Class 9,video,46
stu_dab365b4,Nathaniel Thakkar,Class 6,video,66
stu_ed6a9452,Vedika Manda,Class 8,video,62
stu_f2808f68,Watika Rattan,Class 6,text,59
stu_2295b5db,Nihal Thakkar,Class 10,video,69
stu_41436903,Aadhya Reddy,Class 10,text,56
stu_788569dc,Vaishnavi Brahmbhatt,Class 10,text,73
stu_f4f678fe,Kashvi Gill,Class 9,video,100
stu_0e25d300,Gagan Issac,Class 10,video,72
stu_ed43fcaa,Yuvraj Chaudry,Class 10,video,80
stu_e1bef5e7,Hemani Brar,Class 7,video,73
stu_a3fac455,Kabir Srinivas,Class 6,video,75
stu_46999eb9,Girish Kaur,Class 10,video,97
stu_2d5ab289,Raghav Chaudhry,Class 8,video,56
stu_75d8f515,Pranit Deep,Class 9,video,32
stu_81a1067e,Ridhi Goel,Class 6,text,54
stu_d3f42ee5,Yuvraj Kulkarni,Class 8,video,73
stu_74119c6e,Baghyawati Rattan,Class 10,video,70
stu_a0968229,Idika Gade,Class 9,video,67
stu_2c372b5d,Ranbir Bhatnagar,Class 9,video,88
stu_0dd9f4a4,Omaja Bandi,Class 7,video,51
stu_64206582,Radha Bumb,Class 7,text,62
stu_dd96c2ff,Chatresh Ahluwalia,Class 8,text,82
stu_fdeb746a,Rachana Nath,Class 9,text,97
stu_60e5e6cc,Jalsa Sura,Class 7,video,73
stu_14f8d564,Bahadurjit Madan,Class 10,video,88
stu_80362037,Edhitha Chakraborty,Class 7,video,58
stu_c8e64e0a,Ladli Nadig,Class 10,text,56
stu_786f98eb,Aarna Varghese,Class 7,video,72
stu_99970911,Bimala Manne,Class 6,video,54
stu_a0c52fb9,Jatin Kale,Class 10,video,76
stu_8a919842,Kamya Nigam,Class 7,video,87
stu_70ba34ba,Abhimanyu Bhardwaj,Class 9,video,78
stu_7fd41579,Ayushman Viswanathan,Class 9,video,68
stu_9b83574f,Yamini Shere,Class 8,text,68
stu_80dd28c1,Indali Rajagopalan,Class 8,video,74
stu_f600a8e9,Saumya Deshpande,Class 7,text,45
stu_a6222423,Christopher Lata,Class 9,text,48
stu_5e95b6d5,Luke Sagar,Class 9,video,64
stu_e6f8cf02,Bhanumati Saini,Class 6,text,59
stu_54112643,Chaaya Contractor,Class 8,video,87
stu_9eeed91a,Waida Memon,Class 7,video,64
stu_595ef355,Sanya Aggarwal,Class 8,text,69
stu_86fe6323,Charita Sarna,Class 6,video,39
stu_a1e06c17,Suhani Solanki,Class 10,video,100
stu_f9598cee,Urvi Mittal,Class 6,video,88
stu_b952c5b7,Udarsh Prasad,Class 10,video,61
stu_d54ff960,Tristan Gala,Class 7,video,50
stu_697561c1,Keya Kapur,Class 6,video,88
stu_173b7a3d,Amruta Kakar,Class 9,video,95
stu_216a825c,Yug Tank,Class 9,video,86
stu_e7bd5420,Kritika Chaudhry,Class 7,text,56
stu_064da2a7,Sarthak Bahri,Class 10,video,83
stu_8ee9180a,Balvan Walla,Class 7,video,49
stu_8c848f78,Advay Goel,Class 9,video,60
stu_5b2c4a63,Jonathan Borah,Class 9,video,78
stu_51dac169,Darpan Pillai,Class 6,video,92
stu_d96b2157,Alka Dhar,Class 7,video,70
stu_b9131f73,Idika Rajagopal,Class 7,text,67
stu_f9d5eab7,Yadavi Kumar,Class 8,video,59
stu_9b3397ae,Harish Ramachandran,Class 10,text,89
stu_3f531f9b,Harinakshi Sen,Class 6,video,65
stu_e4c4c518,Jagat Raghavan,Class 9,video,57
stu_1dc29d7c,Yamini Acharya,Class 10,text,100
stu_e28a5624,Xalak Din,Class 7,video,64
stu_e0ebfca5,Bishakha Sood,Class 9,video,83
stu_a02e1889,Mitali Nazareth,Class 7,video,56
stu_4f6ac464,Ikbal Sethi,Class 8,video,56
stu_b36676a5,Jhalak Padmanabhan,Class 9,text,86
stu_2a037ba0,Atharv Sodhi,Class 7,text,65
stu_615c066d,Xavier Krishnan,Class 8,text,45
stu_9ae838d6,Netra Om,Class 6,video,62
stu_8428b352,Ishita Mall,Class 8,video,51
stu_a72e4692,Hredhaan Chawla,Class 7,video,68
stu_93d11392,Ojasvi Malhotra,Class 9,video,72
stu_d77ea76f,Yashoda Bhatt,Class 9,text,45
stu_d38dc927,Indali Bedi,Class 10,video,72
stu_fd2243a9,Qabil Agarwal,Class 9,video,55
stu_961e842b,Fitan Mangal,Class 6,video,63
stu_32327ae8,Aditya Shroff,Class 8,text,57
stu_81d3a6a2,Fariq Dhar,Class 10,video,89
stu_de2ff1b1,Azad Bora,Class 9,video,86
stu_3d32321b,Jagat Mistry,Class 8,text,30
stu_20e28ec8,Irya Mane,Class 7,video,100
stu_e3a7a270,Tarak Chatterjee,Class 8,video,64
stu_3c65e3ef,Ria Nair,Class 9,video,52
stu_ace3741f,Noah Ramanathan,Class 9,video,43
stu_3892138c,Hemang Sandhu,Class 10,video,54
stu_15bbe7ef,Naksh Iyer,Class 6,text,65
stu_87d5354c,Yashoda Jha,Class 8,video,78
stu_60212bfd,Kamala Hora,Class 10,video,90
stu_65301d02,Azaan Mann,Class 10,text,55
stu_00909560,Lohit Agate,Class 8,video,53
stu_b2f251c3,Kevin Gola,Class 8,text,63
stu_3090bf2f,Ira Agrawal,Class 8,text,68
stu_3ca7d489,Tripti Ghose,Class 9,video,98
stu_44aced1e,Lakshit Keer,Class 9,video,65
stu_3a9eddb6,Nitara Mannan,Class 8,video,71
stu_709d29ed,Zaid Varma,Class 7,video,66
stu_6255de81,Neha Sawhney,Class 10,video,78
stu_b131e537,Laban Seth,Class 6,text,80
stu_2bb2e1c6,Omaja Karpe,Class 6,text,86
stu_e674b8da,Ryan Wadhwa,Class 9,video,60
stu_41005732,Qushi Sarna,Class 9,text,80
stu_fc0dc395,Atharv Goyal,Class 10,video,32
stu_a8f51cf8,George Ray,Class 8,text,60
stu_f130a69a,Reyansh Puri,Class 10,video,76
stu_1f50c181,Hiral Manne,Class 9,text,62
stu_3b7efc08,Robert Mammen,Class 7,video,58
stu_f23d58f8,Leela Mangat,Class 9,video,73
stu_fe47cbbb,Saumya Patel,Class 9,video,74
stu_0c9d3b4c,Madhavi Sodhi,Class 10,video,55
stu_7b047571,Abhimanyu Konda,Class 10,video,68
stu_f5557d39,Jagat Varty,Class 7,text,58
stu_a928af2b,Oliver Grewal,Class 10,video,45
stu_2af0094b,Aayush Ghosh,Class 8,video,84
stu_0f405abe,Mohini Ahuja,Class 9,video,73
stu_facb2383,Neha Bawa,Class 7,text,49
stu_7fe4080f,Aayush Prashad,Class 9,video,68
stu_28656dc0,Kala Bassi,Class 7,video,53
stu_2ac5fd6d,Jeet Majumdar,Class 7,video,51
stu_a36c52b2,Radhika Sarkar,Class 8,text,80
stu_422fdddb,Agastya Varma,Class 7,video,69
stu_01494d04,Lohit Zachariah,Class 10,text,85
stu_708d9973,Vansha Sethi,Class 8,video,67
stu_01f0a4c4,Ekantika Goyal,Class 9,text,59
stu_17e88255,Anvi Chad,Class 7,text,75
stu_320b90ca,Chatresh Chokshi,Class 6,text,66
stu_dc3600b5,Pooja Baral,Class 10,video,100
stu_99d628c3,Hiral Dewan,Class 10,video,83
stu_f68eb924,Chandani Mukherjee,Class 8,video,48
stu_d49bc790,Rayaan Borah,Class 10,video,61
stu_c78a6b12,Siya Ramanathan,Class 10,video,92
stu_855519d4,Rayaan Varughese,Class 6,video,61
stu_70d7c093,Inaya Tailor,Class 6,video,81
stu_ea3dd3ca,Theodore Kashyap,Class 10,text,86
stu_f5e3004d,Matthew Raval,Class 6,video,74
stu_e3e24880,Ishani Golla,Class 6,video,76
stu_649c2f8f,Harish Balasubramanian,Class 8,video,62
stu_affac221,Panini Suresh,Class 10,text,73
stu_51c59240,Ucchal Batra,Class 7,video,50
stu_a9d5d3df,Peter Kulkarni,Class 6,video,49
stu_875d0a2d,Falak Sethi,Class 7,video,81
stu_beb56739,Ijaya Balay,Class 7,video,78
stu_543dcfb9,Guneet Gera,Class 6,video,82
stu_ae3f9676,Diya Gera,Class 7,text,52
stu_55898da5,Unni Bir,Class 8,video,64
stu_0ab0f7e0,Ekiya Parsa,Class 8,video,48
stu_9ff84b6d,Naveen Boase,Class 10,video,87
stu_d8030e48,Rayaan Jayaraman,Class 8,video,59
stu_0708d0c9,Anvi Bahl,Class 8,video,57
stu_d109b9cc,Anamika Ray,Class 8,text,64
stu_a1a7b05d,Luke Kannan,Class 8,text,63
stu_bda322ad,Reva Sekhon,Class 9,video,100
stu_c94b02ad,Dalbir Keer,Class 6,video,97
stu_dfe23077,Arjun Shenoy,Class 10,video,47
stu_7c9abbb1,Jagdish Bal,Class 6,video,53
stu_8c11d9a4,Ranveer Yohannan,Class 8,video,74
stu_ad64b53e,Nitesh Tank,Class 9,video,73
stu_56a7af13,Girindra Parekh,Class 9,text,60
stu_947c3939,Reyansh Nigam,Class 7,video,85
stu_7bbd3102,Dhriti Comar,Class 9,video,39
stu_a35cb656,Kevin Ravi,Class 6,text,49
stu_a2b1a0e4,Neelima Seth,Class 6,video,67
stu_214b4916,Chavvi Patla,Class 6,text,79
stu_2b5d3ecb,Manthan Palan,Class 7,video,65
stu_076a17ef,Naksh Tandon,Class 10,video,72
stu_96e35fea,Yauvani Shenoy,Class 10,video,62
stu_563690b2,Dhruv Shroff,Class 10,text,74
stu_de1e0a8b,Harsh Som,Class 8,text,68
stu_1deb2b92,Michael Misra,Class 6,text,63
stu_c83200c8,Yash Nadkarni,Class 9,video,64
stu_a1f80446,Isaac Taneja,Class 6,video,64
stu_fd7ecb96,Rajata Char,Class 8,video,67
stu_8049fa93,Eshana Yadav,Class 10,video,56
stu_d3f65317,Omya Mitra,Class 8,text,44
stu_e6ecfea2,Bhavani Samra,Class 10,video,67
stu_12ff0d89,Bhavini Sharaf,Class 9,video,70
stu_484a286f,Anthony Parsa,Class 9,text,85
stu_a4262779,Kai Master,Class 10,video,55
stu_966b96bd,Dakshesh Sangha,Class 6,video,70
stu_e1e2a8e0,Qadim Tella,Class 6,video,55
stu_5a272d93,Ranveer Dhillon,Class 9,video,69
stu_b6fb05ab,Aarush Aurora,Class 10,video,63
stu_dcc55e68,Geetika Mishra,Class 7,video,50
stu_df78f4dd,Chavvi Talwar,Class 8,video,61
stu_bd2c8a02,Arya Rastogi,Class 7,video,78
stu_5b5bf86f,Widisha Brar,Class 7,video,87
stu_6e05bbfb,Hamsini Bose,Class 9,video,56
stu_3e4a5082,Fariq Tandon,Class 6,video,56
stu_97da1796,Anirudh Oommen,Class 7,video,96
stu_a36f4640,Nihal Sachdev,Class 7,text,70
stu_4d58fccc,Ethan Seth,Class 7,video,57
stu_fb788652,Manan Sidhu,Class 9,video,78
stu_e319633f,Wahab Boase,Class 8,text,74
stu_31632d75,Hiral Dyal,Class 7,video,62
stu_cd44502e,Saanvi Khosla,Class 8,video,42
stu_0d473989,Chakrika Raja,Class 10,video,69
stu_bbe6e200,Ekani Dhar,Class 9,video,87
stu_c8261cae,Pallavi Chaudhari,Class 10,video,66
stu_85728b8e,Oni Cherian,Class 7,text,43
stu_1fbae114,Jack Khare,Class 10,video,78
stu_e0047a1e,Gaurika Dasgupta,Class 7,video,76
stu_9c66e61f,Bimala Mani,Class 9,text,71
stu_5bea7583,Ridhi Chaudhuri,Class 8,text,65
stu_43aa4667,Patrick Khosla,Class 7,video,79
stu_35c5c2e3,Shravya Yogi,Class 8,video,73
stu_4206262d,Thomas Trivedi,Class 9,text,76
stu_22d7af14,Pavani Luthra,Class 9,video,45
stu_cdf53424,Ria Sarraf,Class 8,text,88
stu_72660188,Brinda Sood,Class 9,text,56
stu_79d8fab8,Hitesh Mohan,Class 8,video,75
stu_f781775b,Madhav Lad,Class 6,video,80
stu_2cd1144a,Nisha Goel,Class 6,text,70
stu_333c2c03,Chatura Bala,Class 9,video,63
stu_a941252d,Zashil Nori,Class 6,video,59
stu_414ce9af,Simon Chauhan,Class 8,video,51
stu_3c437038,Anmol Das,Class 6,video,88
stu_188b31ea,Krishna Karpe,Class 7,video,63
stu_ce048f3d,Jacob Bahl,Class 9,video,44
stu_6e1bd7f2,Ridhi Mahal,Class 7,video,76
stu_1918b0ff,Liam Bajwa,Class 6,text,81
stu_a1854f23,Onkar Varughese,Class 9,video,51
stu_4a760ef1,Udyati Chhabra,Class 9,video,62
stu_34292b42,Lohit Kumer,Class 10,video,56
stu_c185832a,Jasmit Kala,Class 10,video,77
stu_c27279b2,Jeet Toor,Class 10,text,93
stu_60063080,Kala Raghavan,Class 8,video,91
stu_52aca17f,Megha Chada,Class 9,text,62
stu_3bbad1c2,Nirja Barad,Class 6,video,50
stu_5ad92339,Anusha Dalal,Class 9,video,52
stu_1279030e,Mason Din,Class 8,video,58
stu_f2f4b5ed,Pahal Pillai,Class 8,video,76
stu_8dd57888,Prisha Sachdev,Class 8,video,60
stu_13942216,Panini Ahuja,Class 6,video,75
stu_6aeef62d,Dev Oak,Class 10,video,64
stu_5e0e3cb6,Utkarsh Das,Class 10,text,73
stu_a04c8078,Nisha Vig,Class 9,video,61
stu_48eb39a1,Aryan Sharaf,Class 9,text,49
stu_d4fce19c,Girik Balan,Class 10,video,80
stu_6af63386,Saumya Babu,Class 8,video,75
stu_2f2f7782,Vedhika Tella,Class 6,video,46
stu_789ab422,Geetika Kaul,Class 7,text,55
stu_3e404477,Indrajit Kale,Class 9,video,71
stu_322fa7c8,Amol Varghese,Class 9,video,54
stu_31ddb3fb,Vedika Morar,Class 6,video,55
stu_486fb0a0,Anvi Sule,Class 9,text,62
stu_3834e3a9,Harshil Gole,Class 10,video,70
stu_875984b6,Ubika Parsa,Class 6,video,95
stu_b8e0e9e7,Inaya Sane,Class 6,text,60
stu_a15ade9e,Vasatika Dutta,Class 8,text,79
stu_73d3458b,Onkar Keer,Class 7,video,91
stu_a7ae1f6b,Jagdish Venkataraman,Class 10,video,97
stu_b047b920,Sara Dora,Class 7,video,75
stu_b1ed291c,Owen Sidhu,Class 9,video,69
stu_2a96f439,Mohammed Divan,Class 10,video,51
stu_49faaf73,Praneel Sundaram,Class 10,video,40
stu_cb10e1a2,Anthony Nadig,Class 10,text,64
stu_b0e86bc7,Harshil Subramanian,Class 8,text,86
stu_bb5f2a15,Christopher Chahal,Class 6,text,43
stu_e072015b,Andrew Wagle,Class 9,video,64
stu_d957da21,Kiaan Kala,Class 10,text,46
stu_85eff9cb,Nihal Puri,Class 6,video,83
stu_c099d945,Brinda Bobal,Class 8,text,87
stu_a6883db7,Pallavi Swaminathan,Class 8,video,30
stu_0716a6fb,Kalpit Sandal,Class 6,text,80
stu_704a0ce4,Meera Patel,Class 8,text,72
stu_1380b9c1,Chakradev Rai,Class 6,video,54
stu_da8725a1,Ranveer Magar,Class 10,video,79
stu_202a3ddf,Raghav Nayak,Class 10,video,71
stu_62ddc3f7,Kiaan Rao,Class 10,text,69
stu_b2d22b2d,Ekaraj Jain,Class 6,text,83
stu_eefcfc09,Tanish Mane,Class 7,text,68
stu_3cf5970f,Harshil Madan,Class 9,text,62
stu_982b62f6,Aarav Chatterjee,Class 6,video,76
stu_5911684e,Ucchal Taneja,Class 7,video,55
stu_c7f62fce,Frederick Toor,Class 7,video,60
stu_59b3b9bf,Vasana Kadakia,Class 8,video,52
stu_61c9406d,Samaksh Mital,Class 8,video,46
stu_e72eaf37,Aadi Sehgal,Class 9,text,59
stu_c087e7ea,Fiyaz Nigam,Class 8,text,67
stu_41070679,Tejas Chhabra,Class 8,video,85
stu_5981a926,Watika Seshadri,Class 6,video,68
stu_cffeb2c0,Brinda Wagle,Class 6,text,51
stu_823e42df,Girik Kala,Class 10,text,84
stu_dd0360e8,Simon Patla,Class 8,video,59
stu_ba3d1d1d,Dakshesh Deep,Class 8,video,52
stu_8e606f69,Radhika Guha,Class 8,video,72
stu_89aab85a,Maanav Chander,Class 10,video,87
stu_7ce7be50,Sanaya Dixit,Class 8,video,67
stu_181aaafe,Oeshi Chander,Class 8,video,69
stu_54539209,Fariq Viswanathan,Class 10,video,55
stu_f7cf882f,Vanya Purohit,Class 10,video,41
stu_49b34957,Jagdish Chada,Class 10,video,72
stu_c2a1892c,Vyanjana Mital,Class 6,text,62
stu_f3ba4e16,Ishwar Soni,Class 8,video,73
stu_5c7922ac,Ria Dhaliwal,Class 8,video,68
stu_2c72b19f,Ryan Jain,Class 8,video,43
stu_fa1ec3e2,Jackson Palan,Class 8,video,63
stu_3628661f,Pranit Swamy,Class 8,video,71
stu_0329713d,Zaid Sani,Class 8,video,73
stu_630a45bb,Ranveer Kata,Class 7,video,60
stu_7b0d1095,Girik Karan,Class 9,video,65
stu_4dce3345,Arunima Peri,Class 6,text,75
stu_b8dfdf91,Ubika Mishra,Class 10,text,88
stu_fd5a14ef,Vaishnavi Walia,Class 8,video,55
stu_c09c46a6,Wazir Gopal,Class 7,text,82
stu_61c710bf,Damini Maharaj,Class 10,video,47
stu_0a849844,Ojasvi Wable,Class 6,text,73
stu_ada27294,Yash Sha,Class 6,video,67
stu_ef2e8a6f,Pavani Chadha,Class 9,video,63
stu_76642cf2,Ekantika Hari,Class 6,video,59
stu_3c83f163,Ekantika Mishra,Class 9,text,69
stu_552f431d,Ronith Shere,Class 9,text,60
stu_98ce774e,Adweta Sathe,Class 8,video,89
stu_9bd14e34,Krisha Baral,Class 7,video,78
stu_a1736253,Urmi Kalla,Class 6,text,38
